sub_id, sub_name, sub_juris, jur_id, jur_name
"611","POUDRE RIVER PARADISE MH PARK","3","3","Larimer County"
"372","POUDRE RIVER RANCH 35 ACRE","3","3","Larimer County"
"230","PRAIRIE CROSSING 1-4-69 (KH)","3","3","Larimer County"
"99","PRAIRIE TRAILS PUD  REPLAT LOT 1,BLK 1,TRACT J","3","3","Larimer County"
"320","PRAIRIE VIEW ESTATES CD (26-9-68)KH","3","3","Larimer County"
"914","PRAIRIESTAR","7","7","Berthoud"
"607","PRESERVE CD","3","3","Larimer County"
"710","PRIVATE 10 - ELK MEADOWS","3","3","Larimer County"
"711","PRIVATE 15 - ELK MEADOWS","3","3","Larimer County"
"712","PRIVATE 20 - ELK MEADOWS","3","3","Larimer County"
"713","PRIVATE 30 - ELK MEADOWS","3","3","Larimer County"
"714","PRIVATE 35 - ELK MEADOWS","3","3","Larimer County"
"715","PRIVATE 45 - ELK MEADOWS","3","3","Larimer County"
"709","PRIVATE 5 - ELK MEADOWS","3","3","Larimer County"
"717","PRIVATE ROAD 25 - ELK MEADOWS","3","3","Larimer County"
"716","PRIVATE ROAD 55 - ELK MEADOWS","3","3","Larimer County"
"36","PRIVATE ROAD IN 21,22-12-68","3","3","Larimer County"
"74","PROVINCETOWN FILING #2","1","1","Fort Collins"
"397","PROVINCETOWNE 3RD","1","1","Fort Collins"
"1021","QUARRY BY WATERMARK","1","1","Fort Collins"
"24","RAINBOW LAKE ESTATES","3","3","Larimer County"
"989","RAINDANCE","4","4","Windsor"
"1017","RAINDANCE 15TH FILING","4","4","Windsor"
"1018","RAINDANCE 16TH FILING","4","4","Windsor"
"1033","RAINDANCE 6TH ","4","4","Windsor"
"1032","RAINDANCE 8TH","4","4","Windsor"
"1031","RAINDANCE 9TH","4","4","Windsor"
"604","RAIP - FORT COLLINS (WELLS)","3","3","Larimer County"
"290","RAMBLING RIVER CONDOS (34-5-73) ESTVPLN","3","3","Larimer County"
"124","RANCH AT HIGHLAND MEADOWS","4","4","Windsor"
"395","RANCHO COLORADO (318-69 KH)","3","3","Larimer County"
"192","RANCHOS DEL SOL CD (27-5-68)","3","3","Larimer County"
"435","RAVEN VIEW ","1","1","Fort Collins"
"335","RAVEN VIEW PDP","1","1","Fort Collins"
"589","RED MOUNTAIN OPEN SPACE AREA","3","3","Larimer County"
"157","RED RIDGE MLD   1,2,11,12-5-70","3","3","Larimer County"
"915","RED ROCK ESTATES 10-CAC0002","3","3","Larimer County"
"202","REDSTONE CANYON SNC (9,10,15,21,22,23,26,27,28,34,35-7-70 &amp; 3-6-70)","3","3","Larimer County"
"597","REDTAIL RLUP","3","3","Larimer County"
"30","REDWOOD APARTMENTS","3","3","Larimer County"
"88","REGISTRY RIDGE","1","1","Fort Collins"
"225","REGISTRY RIDGE 3RD FILING","1","1","Fort Collins"
"579","REGISTRY RIDGE 5TH FILING","1","1","Fort Collins"
"575","RENAME HOPI CT","3","3","Larimer County"
"577","RENAME HOPI CT - LYONS","3","3","Larimer County"
"62","RENAMING COUNTY ROAD TO CITY STREET NAMES","3","3","Larimer County"
"1006","RENNAT","1","1","Fort Collins"
"775","REPLACE GRACEFUL LN","3","3","Larimer County"
"778","REPLACE JUG TRL - LOVELAND 80538","3","3","Larimer County"
"771","REPLACE MONUMENT GULCH RD - LIVERMORE","3","3","Larimer County"
"362","REU RANCH II RLUP  (3-8-69 KH)","3","3","Larimer County"
"1005","RIDGEWOOD HILLS","1","1","Fort Collins"
"83","RIGDEN FARM 6TH FILING","1","1","Fort Collins"
"59","RIGDEN FARMS","3","3","Larimer County"
"702","RIPPLING RIVER ESTATES","3","3","Larimer County"
"231","RIPSAM FARMS CD (KH 12-4-69)","3","3","Larimer County"
"175","RISTVUE II RLUP 28,29,32,33-8-70","3","3","Larimer County"
"155","RIVER GLEN REPLAT OF TRACT A","3","3","Larimer County"
"963","RIVER MODERN","1","1","Fort Collins"
"988","RIVER TRAILS","4","4","Windsor"
"254","RIVERBEND PDP","1","1","Fort Collins"
"975","RIVERGATE","7","7","Berthoud"
"369","RIVERS EDGE CONDOS","3","3","Larimer County"
"16","RIVERSIDE FARM PUD","3","3","Larimer County"
"578","ROCKY MOUNTAIN NATIONAL PARK","3","3","Larimer County"
"506","ROCKY RIDGE ESTATES CD","3","3","Larimer County"
"505","ROCY RIDGE ESTATES CD","3","3","Larimer County"
"201","RODEO DRIVE SNC 36-11-69 (STREET NAME CHANGE)","3","3","Larimer County"
"70","ROLLING HILLS RANCH","6","6","Johnstown"
"959","ROSE FARM","7","7","Berthoud"
"265","ROTH RLUP (27-10-69) KH","3","3","Larimer County"
"481","RURAL ADDRESSING","3","3","Larimer County"
"434","RURAL ADDRESSING - UNNAMED BY ALDRIDGE DR.","3","3","Larimer County"
"488","RURAL ADDRESSING - UNNAMED RD TO SALV.ARMY SITE","3","3","Larimer County"
"609","RURAL ADDRESSING 80537","3","3","Larimer County"
"500","RURAL ADDRESSING BUCKHORN CT 80538","3","3","Larimer County"
"598","RURAL ADDRESSING IN 11-9-70 AREA","3","3","Larimer County"
"510","RURAL ADDRESSING SYSTEM","3","3","Larimer County"
"312","RURAL SITE ADDRESSING SYSTEM","3","3","Larimer County"
"919","S BAR G SUBDIVISION","3","3","Larimer County"
"585","S30-T08-R70 UNNAMED ROAD MILLER PROP","3","3","Larimer County"
"275","SADDLE RIDGE SUBDIVISION","3","3","Larimer County"
"997","SADDLEBACK","9","9","Wellington"
"968","SAGE MEADOWS","9","9","Wellington"
"407","SAGE VALLEY CD  (KH 36-6-70 &amp; 1-5-70)","3","3","Larimer County"
"1022","SALUD FAMILY HEALTH CENTER","1","1","Fort Collins"
"654","SANCTUARY WEST PDP","1","1","Fort Collins"
"248","SAND CREEK SNC","3","3","Larimer County"
"375","SCANTUARY PD 9-6-68 KH","3","3","Larimer County"
"127","SECTION 3-9-68 TO NAME STREET","3","3","Larimer County"
"128","SECTION 3-9-69 STREET NAME (2ND CHOICE)","3","3","Larimer County"
"129","SECTION 3-9-69 TO NAME STREET (1ST CHOICE)","3","3","Larimer County"
"345","SEDONA HILLS 35 ACRE TRACTS","3","3","Larimer County"
"519","SEDONA HILLS CT RENAME","3","3","Larimer County"
"21","SERENITY RIDGE/GATEWAY PARK","3","3","Larimer County"
"385","SERRATOGA FALLS","8","8","Timnath"
"40","SEVEN LAKES NORTH 5TH SUBDIVISION","2","2","Loveland"
"234","SEVEN LAKES NORTH SIXTH SUBDIVISION","2","2","Loveland"
"269","SEVEN LAKES POINT FIRST SUBDIVISION","2","2","Loveland"
"332","SEVENTH STREET SECOND SUBDIVISION","2","2","Loveland"
"899","SHAMBHALA - ROAD 1","3","3","Larimer County"
"900","SHAMBHALA - ROAD 3","3","3","Larimer County"
"901","SHAMBHALA - ROAD 5","3","3","Larimer County"
"902","SHAMBHALA - ROAD 6","3","3","Larimer County"
"898","SHAMBHALA CENTER ROAD","3","3","Larimer County"
"17","SHEGAR RLUP","3","3","Larimer County"
"365","SHOCKLEY ESTATES CD (28-5-68 KH)","3","3","Larimer County"
"356","SHYANNE PLD (31-6-68 KH)","3","3","Larimer County"
"203","SIDE HILL, FIRST FILING","1","1","Fort Collins"
"603","SIDEHILL 3RD FILING","1","1","Fort Collins"
"295","SIDEHILL FILING 2","1","1","Fort Collins"
"296","SIDEHILL FILING 2","1","1","Fort Collins"
"48","SIERRA VALLEY 1ST SUBDIVISION","2","2","Loveland"
"586","SILO ESTATES","3","3","Larimer County"
"333","SNC  FOR 35 ACRE TRACTS 12-10-68","3","3","Larimer County"
"259","SNC (33-5-68) KH NEXT TO CARLSON SUB.","3","3","Larimer County"
"294","SNC 04-S2295 ","3","3","Larimer County"
"286","SNC CHEYENNE RIDGE 7-8-68 &amp; 12-8-69","3","3","Larimer County"
"336","SNC FOMERLY CO RD 11","3","3","Larimer County"
"334","SNC FOR 35 ACRE TRACTS (12-10-68)","3","3","Larimer County"
"337","SNC FORMERLY CO RD 11","3","3","Larimer County"
"338","SNC FORMERLY CO RD 9","3","3","Larimer County"
"302","SNC GREEN MILE DR (19-8-69) KH 04-S2327","3","3","Larimer County"
"222","SNC IN 2-7-69 (KH) WESTWOOD","3","3","Larimer County"
"220","SNC IN 2-9-68 (KH 4-25-2003 AFTER BCC APPROVED IT)","3","3","Larimer County"
"271","SNC MODOC CT (13-10-74) CRYSTAL LAKES 7TH FILING","3","3","Larimer County"
"270","SNC-KOYUKON WAY (10-10-74) CRYSTAL LAKES  15TH FILING","3","3","Larimer County"
"588","SOAPSTONE NATURAL AREA - FTC","3","3","Larimer County"
"368","SOARING PEAKS RANCH CD (5-4-69 KH)","3","3","Larimer County"
"321","SOUTH GATE BUSINESS PARK","4","4","Windsor"
"955","SOUTH HILL SUBDIVISION","4","4","Windsor"
"980","SOUTH HILL SUBDIVISION 2ND","4","4","Windsor"
"930","SPRING CANYON COMMUNITY PARK","1","1","Fort Collins"
"929","SPRING CREEK FARMS NORTH FILING 2","1","1","Fort Collins"
"935","SPRING CREEK FARMS NORTH FILING 4","1","1","Fort Collins"
"340","SPRING CREEK RANCH","1","1","Fort Collins"
"273","SPRING GREEN PLANNED DEVELOPMENT","3","3","Larimer County"
"364","SQUIRES RLUP  (13-8-68 KH)","3","3","Larimer County"
"143","STAPLES FARM 1ST SUBD","2","2","Loveland"
"353","STR 2-9-70 FOR RAP KH","3","3","Larimer County"
"199","STREAMSIDE PLD (10-7-68)","3","3","Larimer County"
"197","STREET NAME IN (15-10-68)","3","3","Larimer County"
"109","STREET NAME IN 28-8-71","3","3","Larimer County"
"96","STREET NAME REQUEST IN 5,6-6-70 &amp; 1-6-71, &amp; 25,35-7-71","3","3","Larimer County"
"53","STREET NAME REQUIRED 24-4-70","3","3","Larimer County"
"508","SUNDANCE SUBDIVISION","9","9","Wellington"
"389","SUNRISE RIDGE","1","1","Fort Collins"
"524","SUNRISE RIDGE 2ND FILING","1","1","Fort Collins"
"268","SWIFT ADDITION TO FOSSIL LAKE PUD","1","1","Fort Collins"
"173","SWIFT ADDITION TO FOSSIL LAKE PUD","3","3","Larimer County"
"33","SWIFT PONDS RLUP","3","3","Larimer County"
"511","TACINCALA","4","4","Windsor"
"205","TAFT FARMS FIRST SUBDIVISION","2","2","Loveland"
"643","TALON ESTATES","1","1","Fort Collins"
"54","TEAL CREEK","3","3","Larimer County"
"76","TEAL CREEK PUD","3","3","Larimer County"
"84","TEAL CREEK PUD (13-7-68)","3","3","Larimer County"
"75","TEAL CREEK PUD 13-7-68","3","3","Larimer County"
"85","TEAL CREEK PUS (13-7-68)","3","3","Larimer County"
"306","THE ESTATES AT MATTHEWS FARMS","7","7","Berthoud"
"161","THE FARM AT BLUE MOUNTAIN MEADOW 8-4-69","3","3","Larimer County"
"923","THE GROVE","1","1","Fort Collins"
"188","THE KNOLLS","9","9","Wellington"
"942","THE LAKES","2","2","Loveland"
"186","THE MEADOWS","9","9","Wellington"
"962","THE RIDGE AT HARMONY ROAD","4","4","Windsor"
"990","THE RIDGE AT HARMONY ROAD 2ND FILING","4","4","Windsor"
"1019","THE RIDGE AT HARMONY ROAD SUBDIVISION, 5TH FILING ","4","4","Windsor"
"221","THE VILLAGE AT MATTHEWS FARMS","7","7","Berthoud"
"18","THE VISTA AT COTTONWOOD 2ND FILING","3","3","Larimer County"
"72","THE WILLOW AT RIGDEN FARM","1","1","Fort Collins"
"982","THIMMIG ADDITION","9","9","Wellington"
"373","THOMPSON RIVER RANCH","6","6","Johnstown"
"983","THORELL PARK","1","1","Fort Collins"
"108","THREE SILOS SUBDIVISION","9","9","Wellington"
"1027","TIMBER LARK","1","1","Fort Collins"
"378","TIMBERLINE CENTER PDP","1","1","Fort Collins"
"137","TIMBERS PLANNED DEVELPMENT 8-6-68","3","3","Larimer County"
"953","TIMBERVINE","1","1","Fort Collins"
"693","TIMNATH COLLECTORS/ARTERIALS","8","8","Timnath"
"642","TIMNATH FARMS NORTH","8","8","Timnath"
"393","TIMNATH RANCH","8","8","Timnath"
"376","TIMNATH SOUTH/SUMMERFIELDS","8","8","Timnath"
"177","TOWN BERTHOUD STREET NAME CHANGE CO RD 10 TO WATER AVE","3","3","Larimer County"
"661","TOWN OF ESTES PARK","3","3","Larimer County"
"267","TRAIL HEAD","1","1","Fort Collins"
"952","TRAILS AT SUGAR CREEK","7","7","Berthoud"
"213","TRAUTMAN","4","4","Windsor"
"300","TRAUTMAN 2ND FILING","4","4","Windsor"
"1026","TREVENNA SUBDIVISION","4","4","Windsor"
"297","TWIN PEAKS FIRST SUBDIVISION","2","2","Loveland"
"310","TWO LAKES SUBDIVISION (25-8-68)KH","3","3","Larimer County"
"19","UDY","3","3","Larimer County"
"867","UNANMED ROAD 34 - BELLVUE","3","3","Larimer County"
"908","UNION PLACE","1","1","Fort Collins"
"721","UNNAMED - RFL RURAL ADDRESSING","3","3","Larimer County"
"832","UNNAMED 1 - FTC GMA","3","3","Larimer County"
"678","UNNAMED 1 - LAPORTE","3","3","Larimer County"
"783","UNNAMED 1 - LIVERMORE","3","3","Larimer County"
"669","UNNAMED 1 - WELLINGTON","3","3","Larimer County"
"675","UNNAMED 10 - WELLINGTON","3","3","Larimer County"
"431","UNNAMED 10 RURAL ADDRESSING","3","3","Larimer County"
"558","UNNAMED 102648 - RURAL ADDRESSING","3","3","Larimer County"
"536","UNNAMED 109- RURAL ADDRESSING","3","3","Larimer County"
"792","UNNAMED 11 - LIVERMORE","3","3","Larimer County"
"687","UNNAMED 11 - WELLINGTON","3","3","Larimer County"
"690","UNNAMED 11 - WELLINGTON/CARR","3","3","Larimer County"
"537","UNNAMED 111- RURAL ADDRESSING","3","3","Larimer County"
"538","UNNAMED 113 - RURAL ADDRESSING","3","3","Larimer County"
"777","UNNAMED 12 - LIVERMORE","3","3","Larimer County"
"439","UNNAMED 12 - RURAL ADDRESSING","3","3","Larimer County"
"676","UNNAMED 12 - WELLINGTON","3","3","Larimer County"
"539","UNNAMED 126 - RURAL ADDRESSING","3","3","Larimer County"
"730","UNNAMED 13 - FTC RURAL ADDRESSING","3","3","Larimer County"
"793","UNNAMED 13 - LIVERMORE","3","3","Larimer County"
"688","UNNAMED 13 - WELLINGTON","3","3","Larimer County"
"540","UNNAMED 130 - RURAL ADDRESSING","3","3","Larimer County"
"482","UNNAMED 135 - RURAL ADDRESSING","3","3","Larimer County"
"541","UNNAMED 136 - RURAL ADDRESSING","3","3","Larimer County"
"605","UNNAMED 139 - RURAL ADDRESSING","3","3","Larimer County"
"794","UNNAMED 14 - LIVERMORE","3","3","Larimer County"
"722","UNNAMED 14 - LOVELAND RURAL ADDRESSING","3","3","Larimer County"
"689","UNNAMED 14 - WELLINGTON","3","3","Larimer County"
"795","UNNAMED 15 - LIVERMORE","3","3","Larimer County"
"723","UNNAMED 15 - LOVELAND RURAL ADDRESSING","3","3","Larimer County"
"660","UNNAMED 15 - WELLINGTON","3","3","Larimer County"
"731","UNNAMED 16 - FTC RURAL ADDRESSING","3","3","Larimer County"
"796","UNNAMED 16 - LIVERMORE","3","3","Larimer County"
"724","UNNAMED 16 - LOVELAND RURAL ADDRESSING","3","3","Larimer County"
"440","UNNAMED 16 - RURAL ADDRESSING","3","3","Larimer County"
"732","UNNAMED 17 - FTC RURAL ADDRESS","3","3","Larimer County"
"725","UNNAMED 17 - LOVELAND RURAL ADDRESSING","3","3","Larimer County"
"698","UNNAMED 17 - WELLINGTON RURAL ADDRESSING","3","3","Larimer County"
"426","UNNAMED 17 RURAL ADDRESSING","3","3","Larimer County"
"733","UNNAMED 18 - FTC RURAL ADDRESSING","3","3","Larimer County"
"797","UNNAMED 18 - LIVERMORE","3","3","Larimer County"
"441","UNNAMED 18 - RURAL ADDRESSING","3","3","Larimer County"
"493","UNNAMED 180- RURAL ADDRESSING","3","3","Larimer County"
"542","UNNAMED 182 - RURAL ADDRESSING","3","3","Larimer County"
"543","UNNAMED 186 - RURAL ADDRESSING","3","3","Larimer County"
"544","UNNAMED 188 - RURAL ADDRESSING","3","3","Larimer County"
"580","UNNAMED 189 - RURAL ADDRESSING","3","3","Larimer County"
"839","UNNAMED 19 - BELLVUE","3","3","Larimer County"
"734","UNNAMED 19 - FTC RURAL ADDRESSING","3","3","Larimer County"
"798","UNNAMED 19 - LIVERMORE","3","3","Larimer County"
"703","UNNAMED 19 - LOVELAND RURAL ADDRESSING","3","3","Larimer County"
"442","UNNAMED 19 - RURAL ADDRESSING","3","3","Larimer County"
"581","UNNAMED 191 - RURAL ADDRESSING","3","3","Larimer County"
"492","UNNAMED 194 - RURAL ADDRESSING","3","3","Larimer County"
"545","UNNAMED 195 - RURAL ADDRESSING","3","3","Larimer County"
"546","UNNAMED 197 - RURAL ADDRESSING","3","3","Larimer County"
"782","UNNAMED 2 - GMA FTC","3","3","Larimer County"
"679","UNNAMED 2 - LAPORTE","3","3","Larimer County"
"784","UNNAMED 2 - LIVERMORE","3","3","Larimer County"
"684","UNNAMED 2 - WELLINGTON ","3","3","Larimer County"
"735","UNNAMED 20 - FTC RURAL ADDRESSING","3","3","Larimer County"
"799","UNNAMED 20 - LIVERMORE","3","3","Larimer County"
"567","UNNAMED 2000 - RURAL ADDRESSING","3","3","Larimer County"
"423","UNNAMED 200117 RURAL ADDRESSING","3","3","Larimer County"
"516","UNNAMED 200131 RURAL ADDRESSING","3","3","Larimer County"
"424","UNNAMED 200134 RURAL ADDRESSING","3","3","Larimer County"
"483","UNNAMED 200137 - RURAL ADDRESSING","3","3","Larimer County"
"551","UNNAMED 200154 - RURAL ADDRESSING","3","3","Larimer County"
"484","UNNAMED 200160 - RURAL ADDRESSING","3","3","Larimer County"
"485","UNNAMED 200169- RURAL ADDRESSING","3","3","Larimer County"
"425","UNNAMED 200171 RURAL ADDRESSING","3","3","Larimer County"
"552","UNNAMED 200176 - RURAL ADDRESSING","3","3","Larimer County"
"553","UNNAMED 200179 - RURAL ADDRESSING","3","3","Larimer County"
"568","UNNAMED 2002 - RURAL ADDRESSING","3","3","Larimer County"
"554","UNNAMED 200229 - RURAL ADDRESSING","3","3","Larimer County"
"555","UNNAMED 200230 - RURAL ADDRESSING","3","3","Larimer County"
"521","UNNAMED 200230 RURAL ADDRESSING","3","3","Larimer County"
"556","UNNAMED 200231 - RURAL ADDRESSING","3","3","Larimer County"
"562","UNNAMED 200251- RURAL ADDRESSING","3","3","Larimer County"
"529","UNNAMED 200252 - RURAL ADDRESSING","3","3","Larimer County"
"560","UNNAMED 2003- RURAL ADDRESSING","3","3","Larimer County"
"565","UNNAMED 200319- RURAL ADDRESSING","3","3","Larimer County"
"566","UNNAMED 200329- RURAL ADDRESSING","3","3","Larimer County"
"569","UNNAMED 2004 - RURAL ADDRESSING","3","3","Larimer County"
"531","UNNAMED 2005 - RURAL ADDRESSING","3","3","Larimer County"
"837","UNNAMED 21 - BELLVUE","3","3","Larimer County"
"736","UNNAMED 21 - FTC RURAL ADDRESSING","3","3","Larimer County"
"800","UNNAMED 21 - LIVERMORE","3","3","Larimer County"
"726","UNNAMED 21 - LOVELAND RURAL ADDRESSING","3","3","Larimer County"
"491","UNNAMED 210 - RURAL ADDRESSING","3","3","Larimer County"
"547","UNNAMED 215 - RURAL ADDRESSING","3","3","Larimer County"
"737","UNNAMED 22 - FTC RURAL ADDRESSING","3","3","Larimer County"
"574","UNNAMED 221 - RURAL ADDRESSING","3","3","Larimer County"
"582","UNNAMED 222 - RURAL ADDRESSING","3","3","Larimer County"
"514","UNNAMED 225 RURAL ADDRESSING","3","3","Larimer County"
"720","UNNAMED 23 - FORT COLLINS RURAL ADDRESSING","3","3","Larimer County"
"821","UNNAMED 23 - LIVERMORE","3","3","Larimer County"
"443","UNNAMED 23 - RURAL ADDRESSING","3","3","Larimer County"
"705","UNNAMED 23 - RURAL ADDRESSING LOVELAND","3","3","Larimer County"
"548","UNNAMED 230 - RURAL ADDRESSING","3","3","Larimer County"
"526","UNNAMED 232 RURAL ADDRESSING","3","3","Larimer County"
"583","UNNAMED 237 - RURAL ADDRESSING","3","3","Larimer County"
"517","UNNAMED 238 RURAL ADDRESSING","3","3","Larimer County"
"584","UNNAMED 239 - RURAL ADDRESSING","3","3","Larimer County"
"801","UNNAMED 24 - LIVERMORE","3","3","Larimer County"
"727","UNNAMED 24 - LOVELAND RURAL ADDRESSING","3","3","Larimer County"
"444","UNNAMED 24 - RURAL ADDRESSING","3","3","Larimer County"
"515","UNNAMED 243 RURAL ADDRESSING","3","3","Larimer County"
"549","UNNAMED 247 - RURAL ADDRESSING","3","3","Larimer County"
"738","UNNAMED 25 - FTC RURAL ADDRESSING","3","3","Larimer County"
"728","UNNAMED 25 - LOVELAND RURAL ADDRESSING","3","3","Larimer County"
"445","UNNAMED 25 - RURAL ADDRESSING","3","3","Larimer County"
"550","UNNAMED 250 - RURAL ADDRESSING","3","3","Larimer County"
"718","UNNAMED 26 - FORT COLLINS","3","3","Larimer County"
"701","UNNAMED 26 - FORT COLLINS RURAL ADDRESSING","3","3","Larimer County"
"446","UNNAMED 26 -RURAL ADDRESSING","3","3","Larimer County"
"557","UNNAMED 261 - RURAL ADDRESSING","3","3","Larimer County"
"802","UNNAMED 27 - LIVERMORE","3","3","Larimer County"
"739","UNNAMED 28 - FTC RURAL ADDRESSING","3","3","Larimer County"
"447","UNNAMED 28 - RURAL ADDRESSING","3","3","Larimer County"
"740","UNNAMED 29 - FTC RURAL ADDRESSING","3","3","Larimer County"
"680","UNNAMED 3 - LAPORTE","3","3","Larimer County"
"785","UNNAMED 3 - LIVERMORE","3","3","Larimer County"
"436","UNNAMED 3 - RURAL ADDRESSING","3","3","Larimer County"
"670","UNNAMED 3 - WELLINGTON","3","3","Larimer County"
"803","UNNAMED 30 - LIVERMORE","3","3","Larimer County"
"448","UNNAMED 30 - RURAL ADDRESSING","3","3","Larimer County"
"563","UNNAMED 3000 - RURAL ADDRESSING","3","3","Larimer County"
"525","UNNAMED 3001 RURAL ADDRESSING","3","3","Larimer County"
"530","UNNAMED 3002 - RURAL ADDRESSING","3","3","Larimer County"
"741","UNNAMED 31 - FTC RURAL ADDRESSING","3","3","Larimer County"
"804","UNNAMED 31 - LIVERMORE","3","3","Larimer County"
"742","UNNAMED 32 - FTC RURAL ADDRESSING","3","3","Larimer County"
"706","UNNAMED 33: FORT COLLINS RURAL ADDRESSING","3","3","Larimer County"
"743","UNNAMED 34 - FTC RURAL ADDRESSING","3","3","Larimer County"
"805","UNNAMED 34 - LIVERMORE","3","3","Larimer County"
"744","UNNAMED 35 - FTC RURAL ADDRESSING","3","3","Larimer County"
"806","UNNAMED 35 - LIVERMORE","3","3","Larimer County"
"449","UNNAMED 35 - RURAL ADDRESSING","3","3","Larimer County"
"745","UNNAMED 36 - FTC RURAL ADDRESSING","3","3","Larimer County"
"807","UNNAMED 36 - LIVERMORE","3","3","Larimer County"
"746","UNNAMED 37 - FTC RURAL ADDRESSING","3","3","Larimer County"
"808","UNNAMED 37 - LIVERMORE","3","3","Larimer County"
"450","UNNAMED 37 - RURAL ADDRESSING","3","3","Larimer County"
"747","UNNAMED 39 - FTC RURAL ADDRESSING","3","3","Larimer County"
"809","UNNAMED 39 - LIVERMORE","3","3","Larimer County"
"451","UNNAMED 39 - RURAL ADDRESSING","3","3","Larimer County"
"681","UNNAMED 4 - LAPORTE","3","3","Larimer County"
"786","UNNAMED 4 - LIVERMORE","3","3","Larimer County"
"437","UNNAMED 4 - RURAL ADDRESSING","3","3","Larimer County"
"671","UNNAMED 4 - WELLINGTON","3","3","Larimer County"
"748","UNNAMED 40 - FTC RURAL ADDRESSING","3","3","Larimer County"
"810","UNNAMED 40 - LIVERMORE","3","3","Larimer County"
"452","UNNAMED 40 - RURAL ADDRESSING","3","3","Larimer County"
"811","UNNAMED 41 - LIVERMORE","3","3","Larimer County"
"749","UNNAMED 41 -F FTC RURAL ADDRESSING","3","3","Larimer County"
"427","UNNAMED 41 RURAL ADDRESSING","3","3","Larimer County"
"750","UNNAMED 42 - FTC RURAL ADDRESSING","3","3","Larimer County"
"812","UNNAMED 42 - LIVERMORE","3","3","Larimer County"
"845","UNNAMED 43 - BELLVUE","3","3","Larimer County"
"831","UNNAMED 43 - LIVERMORE","3","3","Larimer County"
"453","UNNAMED 43 - RURAL ADDRESSING","3","3","Larimer County"
"700","UNNAMED 44 - FORT COLLINS RURAL ADDRESSING","3","3","Larimer County"
"813","UNNAMED 44 - LIVERMORE","3","3","Larimer County"
"454","UNNAMED 44 - RURAL ADDRESSING","3","3","Larimer County"
"814","UNNAMED 45 - LIVERMORE","3","3","Larimer County"
"428","UNNAMED 45 RURAL ADDRESSING","3","3","Larimer County"
"719","UNNAMED 46 - FORT COLLINS RURAL ADDRESSING","3","3","Larimer County"
"815","UNNAMED 46 - LIVERMORE","3","3","Larimer County"
"455","UNNAMED 46 - RURAL ADDRESSING","3","3","Larimer County"
"707","UNNAMED 47 - FORT COLLINS RURAL ADDRESSING","3","3","Larimer County"
"456","UNNAMED 47 - RURAL ADDRESSING","3","3","Larimer County"
"751","UNNAMED 48 - FTC RURAL ADDRESSING","3","3","Larimer County"
"816","UNNAMED 48 - LIVERMORE","3","3","Larimer County"
"457","UNNAMED 48 - RURAL ADDRESSING","3","3","Larimer County"
"752","UNNAMED 49 - FTC RURAL ADDRESSING","3","3","Larimer County"
"838","UNNAMED 5 - BELLVUE","3","3","Larimer County"
"682","UNNAMED 5 - LAPORTE","3","3","Larimer County"
"787","UNNAMED 5 - LIVERMORE","3","3","Larimer County"
"672","UNNAMED 5 -WELLINGTON","3","3","Larimer County"
"433","UNNAMED 5 RURAL ADDRESSING","3","3","Larimer County"
"753","UNNAMED 50 - FTC RURAL ADDDRESSING","3","3","Larimer County"
"458","UNNAMED 50 - RURAL ADDRESSING","3","3","Larimer County"
"754","UNNAMED 51 - FTC RURAL ADDRESSING","3","3","Larimer County"
"817","UNNAMED 51 - LIVERMORE","3","3","Larimer County"
"459","UNNAMED 51 - RURAL ADDRESSING","3","3","Larimer County"
"755","UNNAMED 52 - FTC RURAL ADDRESSING","3","3","Larimer County"
"770","UNNAMED 52 - LIVERMORE","3","3","Larimer County"
"460","UNNAMED 52 - RURAL ADDRESSING","3","3","Larimer County"
"756","UNNAMED 53 - FTC RURAL ADDRESSING","3","3","Larimer County"
"818","UNNAMED 53 - LIVERMORE","3","3","Larimer County"
"461","UNNAMED 53 - RURAL ADDRESSING","3","3","Larimer County"
"606","UNNAMED 536 - RURAL ADDRESSING","3","3","Larimer County"
"696","UNNAMED 54 - FORT COLLINS","3","3","Larimer County"
"819","UNNAMED 54 - LIVERMORE","3","3","Larimer County"
"704","UNNAMED 55 - FORT COLLINS RURAL ADDDRESSING","3","3","Larimer County"
"820","UNNAMED 55 - LIVERMORE","3","3","Larimer County"
"462","UNNAMED 55 - RURAL ADDRESSING","3","3","Larimer County"
"757","UNNAMED 56 - FTC RURAL ADDRESSING","3","3","Larimer County"
"822","UNNAMED 56 - LIVERMORE","3","3","Larimer County"
"486","UNNAMED 56 - RURAL ADDRESSING","3","3","Larimer County"
"758","UNNAMED 57 - FTC RURAL ADDRESSING","3","3","Larimer County"
"823","UNNAMED 57 - LIVERMORE","3","3","Larimer County"
"463","UNNAMED 57 - RURAL ADDRESSING","3","3","Larimer County"
"429","UNNAMED 57 RURAL ADDRESSING","3","3","Larimer County"
"759","UNNAMED 58 - FTC RURAL ADDRESSING","3","3","Larimer County"
"824","UNNAMED 58 - LIVERMORE","3","3","Larimer County"
"487","UNNAMED 58 - RURAL ADDRESSING","3","3","Larimer County"
"760","UNNAMED 59 - FTC RURAL ADDRESSING","3","3","Larimer County"
"825","UNNAMED 59 - LIVERMORE","3","3","Larimer County"
"683","UNNAMED 6 - LAPORTE","3","3","Larimer County"
